id,label,prediction,statement
9672,1,0,The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldn't even (increase) the vote there.
1036,1,0,Health care reform will not affect veterans' benefits.
2152,1,0,"The federal government is now on track"" for the second-largest budget deficit ""in 65 years."
1808,1,0,"The Tampa Bay Rays' ""prices have been judged the most affordable in all of professional sports."
17104,1,0,Says Melania Trump lied under oath in 2013 about graduating from college with a bachelor's degree in architecture.
15671,1,0,"In 2011, for example, the United Kingdom had 146 deaths due to gun violence; Denmark, 71; Portugal, 142; and Japan, 30. But last year, in the United States, almost 40,000."
3916,1,1,There's no scientific conclusion that (being gay) is genetic.
14285,0,0,"Says he is ""one of America's leading consumer lawyers."
12574,0,0,"Says that compared to direct sales by manufacturers, consumers ""save avg of $500 per car sold through franchised dealer model."
18924,0,0,"Clerks in Milwaukee and Dane Counties colluded to (add) nearly 250,000 individuals to the 'Indefinitely Confined' voter list."
5827,0,0,"Says Rep. Charles Bass ""supports privatizing Social Security, risking trillions more on Wall Street."
316,1,0,"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects."
1833,1,1,"The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law."
16054,1,0,"China's developing country status in the World Trade Organization ""means they can tariff and embargo."
8277,1,0,"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress."
1346,1,1,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'
8361,1,0,"David Dewhurst is ""the first lieutenant governor in history to have a personal security detail."
7872,1,1,"At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls."
11414,0,0,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015: ""I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it."
13854,0,0,"Bryan County, Ga., has ""corrupted voter rolls."
5281,1,1,More than half of the births in Texas are paid for by Medicaid.
4832,0,0,We're only inches away from no longer being a free economy.
17908,1,0,"Google and Apple ""put a covid tracker on every phone."
21375,1,1,"When the New York State Senate voted to legalize abortion in 1970, 12 Republican senators voted in favor of it."
15844,0,0,"Says Joseph Stalin said, ""It is enough that the people know there was an election. The people who cast the votes decide nothing. The people who count the votes decide everything."
6716,0,0,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain"
19774,0,0,"The federal government spent over $500k trying to force fish to exercise on treadmills, an additional $150k to see if gingerbread houses are earthquake proof."
23107,1,0,The average amount of assistance for the Supplemental Nutrition Assistance Program is $6 a day.
2771,1,0,"Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax."
16411,0,0,"89,000 children were separated from their parents under Obama"" and ""only 1,900 children have been separated under Trump."
10171,1,1,"When the Constitution was written, (only) 20 to 25 percent of the people in the country could vote."
21781,0,0,There is documentation of bull sharks in the Great Lakes.
5176,1,0,"Pasco County ""opened 22 new schools over six years to keep pace with growth in student population and implement the class size amendment."
7590,1,0,"The president has had 1,540 of his nominations confirmed, only four defeated."
13856,1,1,"The Las Vegas shooting was the ""273rd mass shooting"" in the United States so far in 2017."
17918,0,0,"Joe Biden's great-grandfather Joseph J. Biden was a slave-owner and fought"" for the Confederacy."
22624,0,0,"There are no humans"" on the International Space Station."
5610,1,1,"Says New Jersey's prison system is ""61 percent African-American even though our state is just 13 percent black."
8103,0,0,"The Affordable Care Act alters the ""sensible doctor-patient-relationship-centered health care program ... we see today."
6845,1,0,"Virginia ""spends less per student today than we did in 2008."
1096,0,0,"Health insurance companies deny ""1 out of 5 treatments prescribed by doctors."
5735,1,0,"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obama's campaign, vetting vice presidential prospects."
12086,1,1,"Says Donald Trump ""cashed in"" on Sept. 11,  ""collecting $150,000 in federal funds intended to help small businesses recover — even though days after the attack Trump said his properties were not affected."
9858,1,1,"Federal officials declared that grant funds ""could be used only for Milwaukee's streetcar project,"" meaning it ""isn't possible"" to redirect the money to ""other modes of public transportation or to our public schools."
8749,0,0,"Says Los Angeles Clippers owner Donald ""Sterling is a Democrat."
21729,0,0,"Sen. Joe Manchin and AARP ""support government price-setting schemes"" to divert money from Medicare to ""unrelated government programs or pad big insurers' profits."
11893,0,1,"Austin was the ""site of the first mass shooting in the country."
19456,0,0,"Video ""proves 100% that President Joe Biden is not a 'human' being."
13540,1,0,"Says Scott Walker recently said ""he got his bald spot from hitting his head on a cabinet, and it's not a joke, he actually said that his bald spot came because he hit his head on a cabinet."
21223,0,0,"Says Tucker Carlson said, ""What if these bodies of tortured, dead civilians were staged? What if they're fake? What if the Ukrainian military killed them & then blamed Russia? I'm not saying any of this is true, I'm just asking the questions. Why can't we ask these questions?"
20233,0,0,"The Texas abortion law ""provides at least six weeks for a person to be able to get an abortion."
21087,0,0,A Time magazine cover shows Vladimir Putin with Hitler's mustache.
20291,1,0,Wisconsin Governor (Tony) Evers wanted to raise your taxes by $1 billion in a pandemic. Republicans stopped him and delivered the largest tax CUT in state history.
19534,1,0,It took the Legislature nearly 300 days to act on a (COVID-19) bill during this pandemic.
10962,1,1,"The United States is ""the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege."
12670,0,0,"Says Ohio's I-X Center ""used to be a great plant,"" but ""thousands of people of worked here, and they left"" when their jobs were moved overseas."
20606,0,0,"Says a Vox headline said, ""teaching children the Bunny Ear method for tying their shoes"" is racist."
5816,0,0,Obamacare is . . . the largest tax increase in the history of the world.
2914,1,0,Says he's the first Aggie governor of Texas.
15320,0,0,"Says ""Dan McCready wants to repeal tax cuts that saves (sic) you $1,300"" per year."
13760,0,0,"Says Tony Evers ""allowed a middle-school teacher found guilty of spreading pornographic material at school to keep teaching students."
21022,0,0,"Build Back Better ""would be a huge payday for Chinese manufacturing"" and ""would fill our streets with cars made with Chinese parts."
9860,1,0,Factories are opening their doors at the fastest pace in almost two decades.
14747,0,0,"States with voter ID laws have seen ""zero decrease"" in participation. ""Most have seen an increase."
18120,0,1,"$258,000/month: Amount Blake Griffin will pay in child support to ex Brynn Cameron."
14043,1,0,"Close to half of the voters in America, the only tax they pay is the payroll tax."
13484,1,0,"Obamacare premiums have doubled"" in Wisconsin."
11349,0,0,I don't know anything about David Duke.
20484,1,0,"The 550 U.S. billionaires together are worth $2.5 trillion. If we confiscated 100% of their wealth, we'd raise enough to run the federal government for less than eight months."
452,1,0,"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama."
